customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
3070-FNFZQ,Female,No,Yes,Yes,23,Yes,No,No,,,,,,,Two year,No,Bank transfer (automatic),20.399999618530273,478.75,No
2812-SFXMJ,Male,No,No,Yes,1,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,20.049999237060547,20.049999237060547,No
7675-OZCZG,Female,Yes,No,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.0,127.0999984741211,Yes
5014-WUQMG,Male,No,Yes,Yes,47,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,96.0999984741211,4391.4501953125,No
5312-TSZVC,Female,No,No,Yes,15,Yes,No,No,,,,,,,One year,No,Mailed check,19.649999618530273,270.6000061035156,No
2003-CKLOR,Male,No,No,No,66,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,99.5,6710.5,Yes
0993-OSGPT,Female,Yes,Yes,No,68,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),60.650001525878906,3975.89990234375,No
9254-RBFON,Female,No,Yes,Yes,17,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),98.5999984741211,1704.949951171875,Yes
1205-WNWPJ,Female,No,No,No,7,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,59.5,415.95001220703125,Yes
9391-EOYLI,Male,Yes,Yes,No,12,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.44999694824219,950.2000122070312,Yes
7108-DGVUU,Female,Yes,Yes,No,21,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),71.69999694824219,1497.050048828125,No
2782-JEEBU,Male,No,No,No,21,No,,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,36.0,780.1500244140625,No
5127-BZENZ,Female,No,Yes,Yes,56,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,No,Bank transfer (automatic),65.19999694824219,3512.14990234375,No
2720-FVBQP,Female,No,Yes,Yes,6,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),48.95000076293945,273.25,No
9906-NHHVC,Female,Yes,No,No,65,No,,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),53.5,3517.89990234375,No
4522-XRWWI,Male,No,Yes,No,42,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),80.44999694824219,3375.89990234375,No
3766-EJLFL,Female,No,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.05000305175781,7508.5498046875,No
5939-SXWHM,Male,No,Yes,Yes,48,Yes,Yes,No,,,,,,,Two year,No,Bank transfer (automatic),26.299999237060547,1245.050048828125,No
8152-UOBNY,Female,Yes,No,No,50,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,106.80000305175781,5347.9501953125,No
7351-KYHQH,Female,Yes,No,No,7,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,64.94999694824219,493.6499938964844,No
7643-RCHXS,Female,No,Yes,Yes,63,Yes,No,No,,,,,,,Two year,No,Electronic check,19.350000381469727,1263.8499755859375,No
8246-SHFGA,Male,No,No,No,17,Yes,No,No,,,,,,,Month-to-month,No,Credit card (automatic),21.100000381469727,385.54998779296875,No
8387-MOJJT,Female,No,Yes,Yes,42,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),77.94999694824219,3384.0,Yes
0620-XEFWH,Male,No,Yes,Yes,4,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,18.850000381469727,84.19999694824219,No
6485-QXWWE,Female,No,No,Yes,62,Yes,Yes,No,,,,,,,Two year,No,Bank transfer (automatic),26.0,1638.699951171875,No
2761-OCIAX,Male,Yes,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.69999694824219,165.39999389648438,Yes
7321-VGNKU,Female,No,Yes,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.3499984741211,120.25,No
5327-CNLUQ,Male,No,Yes,No,48,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),96.9000015258789,4473.4501953125,No
7552-KEYGT,Male,No,Yes,No,27,Yes,No,No,,,,,,,Two year,No,Bank transfer (automatic),19.549999237060547,520.5499877929688,No
5816-JMLGY,Female,No,Yes,Yes,70,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.4000015258789,5717.85009765625,No
3068-OMWZA,Male,Yes,No,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,88.80000305175781,88.80000305175781,Yes
2927-QRRQV,Male,No,Yes,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,94.6500015258789,4312.5,No
6032-KRXXO,Male,No,No,No,30,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.25,2755.35009765625,Yes
7459-RRWQZ,Female,No,No,No,15,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.6500015258789,994.5499877929688,Yes
6265-SXWBU,Male,No,Yes,Yes,69,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),95.75,6511.25,No
7941-RCJOW,Male,No,No,No,65,Yes,No,No,,,,,,,Two year,Yes,Credit card (automatic),19.549999237060547,1218.6500244140625,No
6374-NTQLP,Male,Yes,Yes,Yes,72,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),104.0999984741211,7447.7001953125,No
4154-AQUGT,Male,Yes,Yes,No,13,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.05000305175781,1169.3499755859375,Yes
2387-KDZQY,Male,No,No,No,17,Yes,No,No,,,,,,,One year,Yes,Mailed check,20.100000381469727,279.5,No
3584-WKTTW,Male,No,Yes,No,51,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,111.55000305175781,5720.35009765625,No
3399-BMLVW,Male,No,Yes,Yes,51,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),60.5,3121.449951171875,No
1971-DTCZB,Female,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),90.94999694824219,6468.60009765625,No
3092-IGHWF,Male,No,Yes,Yes,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Electronic check,87.4000015258789,5918.7998046875,Yes
3374-PZLXD,Male,No,No,No,34,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,19.700000762939453,675.5999755859375,No
3813-DHBBB,Male,No,Yes,No,67,No,,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),50.95000076293945,3521.699951171875,No
2812-REYAT,Female,No,Yes,No,49,Yes,No,No,,,,,,,One year,Yes,Bank transfer (automatic),20.049999237060547,923.0999755859375,No
6518-PPLMZ,Male,No,Yes,Yes,53,Yes,No,No,,,,,,,Two year,Yes,Mailed check,19.399999618530273,1110.3499755859375,No
4939-KYYPY,Male,No,No,No,27,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,59.45000076293945,1611.6500244140625,No
8017-LXHFA,Female,Yes,No,No,23,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.75,2293.60009765625,Yes
5930-GBIWP,Male,No,No,No,69,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),81.5,5553.25,No
6022-KOUQO,Female,No,Yes,Yes,2,No,,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),29.049999237060547,44.75,No
6352-TWCAU,Female,No,No,No,35,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.44999694824219,3029.10009765625,Yes
2361-UPSND,Female,No,Yes,No,46,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Mailed check,70.5999984741211,3231.050048828125,No
6035-RIIOM,Female,No,No,No,54,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),97.19999694824219,5129.4501953125,No
2929-QNSRW,Female,No,Yes,No,56,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,98.25,5508.35009765625,Yes
1262-OPMFY,Female,No,Yes,No,9,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.75,655.9000244140625,Yes
9504-DSHWM,Male,No,No,No,20,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),59.20000076293945,1191.199951171875,No
5035-BVCXS,Male,No,No,No,11,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,75.9000015258789,866.4000244140625,No
6267-DCFFZ,Female,Yes,Yes,No,30,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.05000305175781,2627.199951171875,No
3533-UVMOM,Male,No,Yes,No,68,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),70.94999694824219,4741.4501953125,No
2439-LYPMQ,Male,Yes,Yes,No,38,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.5999984741211,4009.199951171875,No
4248-QPAVC,Female,Yes,Yes,No,17,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),85.3499984741211,1463.449951171875,Yes
1899-VXWXM,Male,No,No,No,48,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),106.0999984741211,5082.7998046875,Yes
1478-VPOAD,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,43.79999923706055,43.79999923706055,No
9995-HOTOH,Male,No,Yes,Yes,63,No,,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,59.0,3707.60009765625,No
2988-PLAHS,Female,No,No,No,3,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,69.94999694824219,220.4499969482422,No
1371-OJCEK,Female,No,No,No,48,Yes,Yes,No,,,,,,,One year,No,Bank transfer (automatic),24.350000381469727,1133.699951171875,No
4999-IEZLT,Male,No,No,No,66,No,,DSL,No,No,No,Yes,No,No,One year,No,Credit card (automatic),29.450000762939453,1983.1500244140625,No
8883-ANODQ,Female,No,Yes,Yes,68,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),84.4000015258789,5746.75,No
4690-LLKUA,Male,Yes,No,No,17,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.04999923706055,770.5999755859375,Yes
2351-RRBUE,Female,No,Yes,Yes,7,Yes,No,No,,,,,,,One year,No,Mailed check,20.649999618530273,134.0500030517578,No
5980-BDHPY,Male,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),87.0999984741211,6230.10009765625,No
1498-DQNRX,Female,No,Yes,No,29,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,19.850000381469727,573.0499877929688,No
9469-WEJBT,Male,No,Yes,No,37,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,90.3499984741211,3419.300048828125,No
3331-HQDTW,Female,No,No,No,34,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,109.80000305175781,3587.25,Yes
9490-DFPMD,Female,Yes,No,No,42,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.6500015258789,3541.35009765625,Yes
2581-VKIRT,Female,No,Yes,Yes,59,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,65.5,3801.300048828125,No
5442-XSDCW,Male,No,Yes,Yes,11,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),79.5,868.5,Yes
7426-WEIJX,Male,Yes,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.94999694824219,4859.10009765625,No
2851-MMUTZ,Female,No,No,No,27,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,56.150001525878906,1439.3499755859375,No
3049-NDXFL,Female,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,85.80000305175781,85.80000305175781,Yes
8580-AECUZ,Male,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.0999984741211,79.0999984741211,Yes
3307-TLCUD,Male,No,Yes,No,17,No,,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,34.400001525878906,592.75,No
6625-FLENO,Male,No,Yes,No,58,Yes,No,No,,,,,,,Two year,No,Mailed check,20.75,1185.949951171875,No
2967-MXRAV,Male,No,Yes,Yes,1,Yes,No,No,,,,,,,One year,No,Mailed check,18.799999237060547,18.799999237060547,No
7963-GQRMY,Female,No,Yes,Yes,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.29999923706055,134.5,Yes
8189-HBVRW,Female,No,No,No,53,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,90.80000305175781,4921.2001953125,No
4163-KIUHY,Male,No,No,No,35,Yes,Yes,No,,,,,,,Month-to-month,Yes,Electronic check,25.600000381469727,901.25,No
1228-FZFRV,Male,No,Yes,Yes,50,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),105.94999694824219,5341.7998046875,Yes
3500-NSDOA,Male,No,Yes,Yes,68,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Credit card (automatic),70.80000305175781,4859.9501953125,No
1171-TYKUR,Male,No,Yes,No,47,Yes,Yes,No,,,,,,,Month-to-month,No,Electronic check,25.399999618530273,1139.199951171875,No
3761-FLYZI,Female,Yes,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),108.80000305175781,7082.4501953125,No
2058-DCJBE,Male,No,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.75,324.6000061035156,Yes
5364-XYIRR,Male,No,Yes,No,51,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.6500015258789,4812.75,Yes
4829-AUOAX,Female,No,No,No,46,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),96.05000305175781,4399.5,Yes
1219-NNDDO,Female,No,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.8499984741211,663.5499877929688,No
8388-DMKAE,Female,No,No,No,8,Yes,No,No,,,,,,,Two year,No,Mailed check,20.25,174.64999389648438,No
4403-BWPAY,Male,No,No,No,14,Yes,Yes,No,,,,,,,One year,Yes,Credit card (automatic),24.799999237060547,321.70001220703125,No
9659-QEQSY,Female,No,No,No,45,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,115.6500015258789,5125.5,No
5405-ZMYXQ,Female,No,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.5999984741211,548.9000244140625,No
5047-LHVLY,Male,Yes,No,Yes,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,50.150001525878906,50.150001525878906,Yes
1442-OKRJE,Male,No,Yes,Yes,66,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),103.1500015258789,7031.2998046875,No
4737-AQCPU,Male,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),72.0999984741211,5016.64990234375,No
9158-VCTQB,Female,No,Yes,No,41,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),113.5999984741211,4594.9501953125,Yes
2808-CHTDM,Female,No,Yes,Yes,23,Yes,Yes,No,,,,,,,Two year,No,Mailed check,25.100000381469727,611.4500122070312,No
6311-UEUME,Female,No,No,No,29,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,78.9000015258789,2384.14990234375,Yes
0793-TWELN,Female,No,No,No,4,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.1500015258789,319.8500061035156,No
3283-WCWXT,Male,No,Yes,Yes,6,Yes,Yes,No,,,,,,,Two year,No,Mailed check,25.399999618530273,153.3000030517578,No
1060-ENTOF,Female,Yes,Yes,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),105.4000015258789,7035.60009765625,No
0999-QXNSA,Male,Yes,No,Yes,7,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.75,344.20001220703125,No
5451-MHQOF,Male,No,Yes,Yes,56,Yes,Yes,No,,,,,,,One year,Yes,Mailed check,24.450000762939453,1431.6500244140625,No
4836-WNFNO,Female,No,Yes,No,72,Yes,Yes,No,,,,,,,Two year,No,Credit card (automatic),25.0,1849.199951171875,No
9225-BZLNZ,Male,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,85.25,6083.10009765625,No
0354-VXMJC,Male,No,Yes,Yes,23,Yes,No,No,,,,,,,Two year,No,Credit card (automatic),19.600000381469727,426.6499938964844,No
4422-QVIJA,Female,No,No,Yes,35,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,50.150001525878906,1655.3499755859375,No
9365-SRSZE,Male,Yes,Yes,No,27,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.55000305175781,1943.9000244140625,No
6839-ITVZJ,Female,No,Yes,Yes,26,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,60.04999923706055,1616.1500244140625,Yes
8332-OSJDW,Male,No,Yes,Yes,12,Yes,Yes,No,,,,,,,One year,No,Mailed check,26.399999618530273,314.95001220703125,No
4735-BJKOU,Female,No,No,No,40,Yes,No,No,,,,,,,Two year,No,Mailed check,20.149999618530273,804.8499755859375,No
0274-JKUJR,Male,No,Yes,Yes,7,No,,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,58.849998474121094,465.70001220703125,No
5740-YHGTW,Male,No,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),97.55000305175781,6669.0498046875,No
8917-SZTTJ,Male,No,Yes,Yes,60,Yes,No,No,,,,,,,Two year,No,Credit card (automatic),19.649999618530273,1161.75,No
1696-MZVAU,Male,No,Yes,Yes,39,No,,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),25.25,947.75,No
7359-WWYJV,Male,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),114.44999694824219,8375.0498046875,No
0375-HVGXO,Female,No,No,No,1,No,,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,34.70000076293945,34.70000076293945,Yes
4906-ZHGPK,Male,No,Yes,Yes,54,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,70.69999694824219,3770.0,No
8593-WHYHV,Male,No,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.30000305175781,264.79998779296875,Yes
3795-GWTRD,Female,No,Yes,Yes,63,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),75.55000305175781,4707.85009765625,No
1298-PHBTI,Male,No,Yes,Yes,71,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,84.80000305175781,6152.39990234375,No
6223-DHJGV,Female,No,No,No,42,Yes,No,No,,,,,,,One year,Yes,Mailed check,20.649999618530273,958.0999755859375,No
6961-MJKBO,Male,No,No,No,47,Yes,No,No,,,,,,,Two year,No,Bank transfer (automatic),20.450000762939453,943.0,No
6097-EQISJ,Female,No,Yes,Yes,66,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),102.44999694824219,6615.14990234375,Yes
4423-YLHDV,Female,No,Yes,No,21,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.4000015258789,2200.25,Yes
8158-WPEZG,Male,No,No,No,11,No,,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,35.650001525878906,425.1000061035156,No
0107-YHINA,Male,No,No,Yes,1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.75,99.75,Yes
4918-FYJNT,Female,Yes,Yes,No,55,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,90.44999694824219,5044.7998046875,No
0727-BNRLG,Male,No,No,No,69,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),97.6500015258789,6743.5498046875,No
4854-CIDCF,Female,Yes,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,73.8499984741211,196.39999389648438,No
8640-SDGKB,Male,No,No,No,4,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,74.4000015258789,299.70001220703125,Yes
3280-MRDOF,Male,Yes,No,No,30,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),69.0999984741211,2093.89990234375,No
6435-SRWBJ,Female,No,No,No,5,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,82.75,417.75,No
9964-WBQDJ,Female,No,Yes,No,71,Yes,Yes,No,,,,,,,Two year,Yes,Credit card (automatic),24.399999618530273,1725.4000244140625,No
6303-KFWSL,Female,No,No,No,29,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Electronic check,55.25,1620.199951171875,No
1702-CCFNJ,Male,No,Yes,No,52,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),61.349998474121094,3169.550048828125,No
8932-CZHRQ,Male,No,No,No,68,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),76.75,5233.25,No
0386-CWRGM,Female,No,Yes,Yes,46,Yes,No,No,,,,,,,Two year,No,Mailed check,19.399999618530273,967.8499755859375,No
5515-RUGKN,Male,No,No,No,8,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),54.75,438.04998779296875,No
0404-AHASP,Male,No,Yes,No,72,Yes,No,No,,,,,,,Two year,No,Credit card (automatic),19.700000762939453,1421.9000244140625,No
7279-NMVJC,Female,No,No,No,17,Yes,No,No,,,,,,,One year,No,Bank transfer (automatic),19.899999618530273,323.1499938964844,No
2081-VEYEH,Male,No,No,No,3,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,107.94999694824219,318.6000061035156,No
6407-UTSLV,Female,Yes,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),83.80000305175781,163.6999969482422,No
4116-TZAQJ,Female,No,No,No,9,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.25,639.6500244140625,Yes
9060-HJJRW,Female,No,No,No,51,No,,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),56.400001525878906,2928.5,No
2587-YNLES,Female,No,Yes,Yes,6,Yes,No,No,,,,,,,Two year,No,Mailed check,20.100000381469727,100.3499984741211,No
7398-SKNQZ,Female,No,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,94.9000015258789,273.20001220703125,No
5935-FCCNB,Female,Yes,No,No,17,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.19999694824219,1608.1500244140625,No
1958-RNRKS,Male,No,Yes,No,30,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,49.900001525878906,1441.949951171875,No
5136-RGMZO,Male,No,No,No,31,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,71.05000305175781,2168.14990234375,No
8345-MVDYC,Female,No,No,No,45,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),81.6500015258789,3618.699951171875,No
8226-BXGES,Male,No,Yes,No,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),89.44999694824219,5692.64990234375,No
3877-JRJIP,Male,No,No,No,1,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,59.849998474121094,59.849998474121094,Yes
8375-DKEBR,Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.5999984741211,69.5999984741211,Yes
9705-IOVQQ,Male,Yes,Yes,Yes,61,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,99.0,5969.2998046875,No
1015-OWJKI,Male,No,No,No,1,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,19.049999237060547,19.049999237060547,No
7511-YMXVQ,Male,No,No,No,9,No,,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,45.400001525878906,418.79998779296875,Yes
2040-XBAVJ,Male,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),114.44999694824219,8100.5498046875,No
7551-JOHTI,Female,No,No,No,1,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,19.5,19.5,Yes
8887-IPQNC,Female,No,Yes,No,7,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.25,313.45001220703125,No
8646-JCOMS,Female,No,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),90.55000305175781,6130.9501953125,No
